lst,lon,lat,dist_to_industrial,is_industrial,factory_density,power_plant_flag,transport_hub_flag,road_density,impervious_ratio,dist_to_green,dist_to_water
9.268182,121.27256335613544,31.800361057831076,4.584339393183832,0,0.0,0,0,6.593234589655758,0.006593234589655757,4.858952175483635,2.665812917494269
9.14,121.28154650897663,31.800361057831076,4.598640315145186,0,0.0,0,0,6.771774791309879,0.006950314992963999,4.077416973395108,3.4482894939431916
8.976666,121.29052966181783,31.800361057831076,4.7671032411800045,0,0.0,0,0,6.656998947389372,0.0068355391490434935,3.329882560296473,3.2241770047872382
8.976666,121.29951281465902,31.800361057831076,5.074395984806974,0,0.0,0,0,6.554975975015589,0.006733516176669709,2.64532937039212,2.9863756991268966
9.028334,121.30849596750022,31.800361057831076,5.497284964775325,0,0.0,0,0,6.554975975015589,0.006733516176669709,2.0866871516376744,2.686879358671815
9.462728,121.31747912034142,31.800361057831076,6.0114225326202915,0,0.0,0,0,6.452953002641806,0.006631493204295926,1.6539538062180579,2.1674226556292826
9.755,121.32646227318261,31.800361057831076,6.595502769540154,0,0.0,0,0,6.274412800987684,0.006452953002641805,1.2336049250331007,1.8672169098676037
9.96,121.33544542602381,31.800361057831076,,0,0.0,0,0,6.032108241599949,0.00621064844325407,1.1955197382936384,1.7451704170785052
9.717273,121.344428578865,31.800361057831076,,0,0.0,0,0,5.585757737464646,0.005764297939118767,1.6684228583404286,1.030188993243817
9.908334,121.3534117317062,31.800361057831076,,0,0.0,0,0,5.164912976422789,0.00534345317807691,2.363232739871891,0.7239455543078401
9.705,121.3623948845474,31.800361057831076,5.788813040843619,0,0.0,0,0,4.578280885273534,0.004756821086927655,2.8348972436222133,1.1879559536389022
9.368462,121.37137803738858,31.800361057831076,5.161886049195007,0,0.0,0,0,4.029907408764448,0.004208447610418569,2.8386126677766885,1.2772175637581336
9.480769,121.38036119022978,31.800361057831076,4.607311862687801,0,0.0,0,0,3.5070396753488073,0.003583556904629145,3.0863262391300923,1.0697710781511847
9.557693,121.38934434307097,31.800361057831076,4.1541674734138425,0,0.0,0,0,2.8438903549192145,0.0028438903549192146,3.5269947163830464,0.7592036465107561
